Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
P53298|TX=559292,P53298,"P53298|TX=559292 OS=Yeast S288c GN=YGR179C,OKP1 TA=NM_001181308.1,YGR179C_mRNA PA=P53298,YGR179C_mRNA,NP_011695.1","YGR179C,OKP1",406,OS=Yeast,1,0.9844,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
P53318|TX=559292,P53318,"P53318|TX=559292 OS=Yeast S288c GN=COQ6,YGR255C TA=YGR255C_mRNA,NM_001181384.1 PA=YGR255C_mRNA,P53318,NP_011771.1","COQ6,YGR255C",479,OS=Yeast,1,0.9989,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
P53319|TX=559292,P53319,"P53319|TX=559292 OS=Yeast S288c GN=GND2,YGR256W TA=YGR256W_mRNA,NM_001181385.3 PA=NP_011772.3,YGR256W_mRNA,P53319","GND2,YGR256W",492,OS=Yeast,1,0.998,5,15,15,15,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,
P53326|TX=559292,P53326,"P53326|TX=559292 OS=Yeast S288c GN=YGR266W TA=YGR266W_mRNA,NM_001181395.1 PA=P53326,NP_011782.1,YGR266W_mRNA",YGR266W,701,OS=Yeast,1,0.9989,6,15,15,15,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,
P53337|TX=559292,P53337,"P53337|TX=559292 OS=Yeast S288c GN=YGR284C,ERV29 TA=NM_001181413.3,YGR284C_mRNA PA=P53337,NP_011800.3,YGR284C_mRNA","YGR284C,ERV29",310,OS=Yeast,1,0.999,5,24,24,24,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,3,2,
P53549|TX=559292,P53549,"P53549|TX=559292 OS=Yeast S288c GN=RPT4 TA=NM_001183678.3,YOR259C_mRNA PA=P53549,YOR259C_mRNA,NP_014902.3",RPT4,437,OS=Yeast,1,0.999,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
P53550|TX=559292,P53550,"P53550|TX=559292 OS=Yeast S288c GN=DCP2 TA=YNL118C_mRNA,NM_001182956.1 PA=YNL118C_mRNA,NP_014281.1,P53550",DCP2,970,OS=Yeast,1,0.9989,14,31,31,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,14,6,1,0,0,0,
P53598|TX=559292,P53598,"P53598|TX=559292 OS=Yeast S288c GN=YOR142W,LSC1 TA=NM_001183561.3,YOR142W_mRNA PA=NP_014785.3,YOR142W_mRNA,P53598","YOR142W,LSC1",329,OS=Yeast,1,0.9989,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
P53622|TX=559292,P53622,"P53622|TX=559292 OS=Yeast S288c GN=COP1 TA=YDL145C_mRNA,NM_001180205.1 PA=P53622,YDL145C_mRNA,NP_010136.1",COP1,1201,OS=Yeast,1,0.999,13,46,46,46,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,17,2,0,0,0,0,
P53629|TX=559292,P53629,"P53629|TX=559292 OS=Yeast S288c GN=ARE2 TA=YNR019W_mRNA,NM_001183196.1 PA=NP_014416.1,P53629,YNR019W_mRNA",ARE2,642,OS=Yeast,1,0.9989,6,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,10,0,0,0,0,0,6,6,10,6,0,0,
P53686|TX=559292,P53686,"P53686|TX=559292 OS=Yeast S288c GN=YPL015C,HST2 TA=YPL015C_mRNA,NM_001183829.1 PA=YPL015C_mRNA,P53686,NP_015310.1","YPL015C,HST2",357,OS=Yeast,1,0.999,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
P53691|TX=559292,P53691,"P53691|TX=559292 OS=Yeast S288c GN=CPR6 TA=NM_001182103.1,YLR216C_mRNA PA=NP_013317.1,YLR216C_mRNA,P53691",CPR6,371,OS=Yeast,1,0.999,6,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,
P53734|TX=559292,P53734,"P53734|TX=559292 OS=Yeast S288c GN=DBP6,YNR038W TA=NM_001183215.1,YNR038W_mRNA PA=P53734,YNR038W_mRNA,NP_014436.1","DBP6,YNR038W",629,OS=Yeast,1,0.999,23,78,77,78,0,0,0,0,14,0,0,0,0,0,0,7,2,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,35,1,0,0,
P53739|TX=559292,P53739,"P53739|TX=559292 OS=Yeast S288c GN=YNR047W,FPK1 TA=YNR047W_mRNA,NM_001183224.1 PA=P53739,NP_014445.1,YNR047W_mRNA","YNR047W,FPK1",893,OS=Yeast,1,0.9967,3,10,6,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,
P53742|TX=559292,P53742,"P53742|TX=559292 OS=Yeast S288c GN=NOG2 TA=YNR053C_mRNA,NM_001183230.1 PA=YNR053C_mRNA,NP_014451.1,P53742",NOG2,486,OS=Yeast,1,0.999,6,11,11,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,
P53834|TX=559292,P53834,"P53834|TX=559292 OS=Yeast S288c GN=HCH1,YNL281W TA=YNL281W_mRNA,NM_001183119.1 PA=YNL281W_mRNA,P53834,NP_014118.1","HCH1,YNL281W",153,OS=Yeast,1,0.999,5,20,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,
P53843|TX=559292,P53843,"P53843|TX=559292 OS=Yeast S288c GN=YNL265C,IST1 TA=NM_001183103.1,YNL265C_mRNA PA=NP_014134.1,YNL265C_mRNA,P53843","YNL265C,IST1",298,OS=Yeast,1,0.9989,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P53848|TX=559292,P53848,"P53848|TX=559292 OS=Yeast S288c GN=YNL256W,FOL1 TA=YNL256W_mRNA,NM_001183094.1 PA=P53848,NP_014143.2,YNL256W_mRNA","YNL256W,FOL1",824,OS=Yeast,1,0.9989,16,30,30,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20,0,0,0,
P53868|TX=559292,P53868,"P53868|TX=559292 OS=Yeast S288c GN=YNL219C,ALG9 TA=NM_001183057.1,YNL219C_mRNA PA=P53868,NP_014180.1,YNL219C_mRNA","YNL219C,ALG9",555,OS=Yeast,1,0.999,8,16,16,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,11,0,0,
P53877|TX=559292,P53877,"P53877|TX=559292 OS=Yeast S288c GN=YNL182C,IPI3 TA=NM_001183020.1,YNL182C_mRNA PA=P53877,NP_014217.1,YNL182C_mRNA","YNL182C,IPI3",555,OS=Yeast,1,0.9989,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
P53883|TX=559292,P53883,"P53883|TX=559292 OS=Yeast S288c GN=YNL175C,NOP13 TA=YNL175C_mRNA,NM_001183013.2 PA=P53883,YNL175C_mRNA,NP_014224.2","YNL175C,NOP13",403,OS=Yeast,1,0.9988,4,11,11,11,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
P53893|TX=559292,P53893,"P53893|TX=559292 OS=Yeast S288c GN=RIA1 TA=NM_001183001.1,YNL163C_mRNA PA=YNL163C_mRNA,P53893,NP_014236.1",RIA1,1110,OS=Yeast,1,0.9986,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,
P53894|TX=559292,P53894,"P53894|TX=559292 OS=Yeast S288c GN=YNL161W,CBK1 TA=YNL161W_mRNA,NM_001182999.3 PA=YNL161W_mRNA,P53894,NP_014238.3","YNL161W,CBK1",756,OS=Yeast,1,0.9973,2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,
P53903|TX=559292,P53903,"P53903|TX=559292 OS=Yeast S288c GN=YNL149C,PGA2 TA=YNL149C_mRNA,NM_001182987.1 PA=NP_014250.1,P53903,YNL149C_mRNA","YNL149C,PGA2",129,OS=Yeast,1,0.9941,3,13,13,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,
P53904|TX=559292,P53904,"P53904|TX=559292 OS=Yeast S288c GN=YNL148C,ALF1 TA=YNL148C_mRNA,NM_001182986.1 PA=YNL148C_mRNA,NP_014251.1,P53904","YNL148C,ALF1",254,OS=Yeast,1,0.9976,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,
P53932|TX=559292,P53932,"P53932|TX=559292 OS=Yeast S288c GN=YNL095C TA=YNL095C_mRNA,NM_001182933.1 PA=P53932,YNL095C_mRNA,NP_014304.1",YNL095C,642,OS=Yeast,1,0.999,4,13,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1,0,0,
P53953|TX=559292,P53953,"P53953|TX=559292 OS=Yeast S288c GN=SFB2 TA=YNL049C_mRNA,NM_001182888.1 PA=YNL049C_mRNA,NP_014349.1,P53953",SFB2,876,OS=Yeast,1,0.9989,10,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,
P53969|TX=559292,P53969,"P53969|TX=559292 OS=Yeast S288c GN=SAM50 TA=NM_001182865.1,YNL026W_mRNA PA=P53969,NP_014372.1,YNL026W_mRNA",SAM50,484,OS=Yeast,1,0.9988,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,
P53981|TX=559292,P53981,"P53981|TX=559292 OS=Yeast S288c GN=YNL010W TA=YNL010W_mRNA,NM_001182849.3 PA=YNL010W_mRNA,P53981,NP_014388.3",YNL010W,241,OS=Yeast,1,0.9986,6,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,
P54113|TX=559292,P54113,"P54113|TX=559292 OS=Yeast S288c GN=ADE16,YLR028C TA=NM_001181915.1,YLR028C_mRNA PA=NP_013128.1,YLR028C_mRNA,P54113","ADE16,YLR028C",591,OS=Yeast,1,0.9988,11,46,33,46,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,
P54115|TX=559292,P54115,"P54115|TX=559292 OS=Yeast S288c GN=ALD6 TA=NM_001183875.1,YPL061W_mRNA PA=NP_015264.1,P54115,YPL061W_mRNA",ALD6,500,OS=Yeast,1,0.999,11,54,54,54,0,0,0,3,7,0,0,0,0,0,2,0,5,0,0,0,0,0,1,1,14,0,0,0,0,0,1,0,15,5,0,0,
P54781|TX=559292,P54781,"P54781|TX=559292 OS=Yeast S288c GN=ERG5 TA=YMR015C_mRNA,NM_001182511.1 PA=P54781,YMR015C_mRNA,NP_013728.1",ERG5,538,OS=Yeast,1,0.9961,7,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,0,0,
P54837|TX=559292,P54837,"P54837|TX=559292 OS=Yeast S288c GN=ERV25,YML012W TA=NM_001182369.1,YML012W_mRNA PA=NP_013701.1,P54837,YML012W_mRNA","ERV25,YML012W",211,OS=Yeast,1,0.999,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,
P54839|TX=559292,P54839,"P54839|TX=559292 OS=Yeast S288c GN=ERG13 TA=NM_001182489.1,YML126C_mRNA PA=NP_013580.1,P54839,YML126C_mRNA",ERG13,491,OS=Yeast,1,0.999,15,73,73,73,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,32,9,1,
P54860|TX=559292,P54860,"P54860|TX=559292 OS=Yeast S288c GN=YDL190C,UFD2 TA=NM_001180250.2,YDL190C_mRNA PA=NP_010091.2,YDL190C_mRNA,P54860","YDL190C,UFD2",961,OS=Yeast,1,0.9982,10,16,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,
P54861|TX=559292,P54861,"P54861|TX=559292 OS=Yeast S288c GN=YLL001W,DNM1 TA=YLL001W_mRNA,NM_001181821.1 PA=YLL001W_mRNA,NP_013100.1,P54861","YLL001W,DNM1",757,OS=Yeast,1,0.9979,7,18,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,2,0,0,0,
P60010|TX=559292,P60010,"P60010|TX=559292 OS=Yeast S288c GN=ACT1 TA=NM_001179927.1,YFL039C_mRNA PA=P60010,NP_116614.1,YFL039C_mRNA",ACT1,375,OS=Yeast,1,0.999,14,197,197,197,1,3,5,15,6,15,4,4,1,3,3,0,2,6,2,0,1,1,3,11,8,19,6,5,4,1,3,7,4,37,15,2,
P61830|TX=559292,P61830,"P61830|TX=559292 OS=Yeast S288c GN=YNL031C,HHT1,HHT2 TA=NM_001178358.1,YNL031C_mRNA,NM_001182870.1,YBR010W_mRNA PA=YNL031C_mRNA,YBR010W_mRNA,NP_009564.1,P61830,NP_014367.1","YNL031C,HHT1,HHT2",136,OS=Yeast,1,0.9923,4,34,34,34,0,0,1,6,0,0,3,2,0,0,0,0,0,1,2,1,0,0,6,1,3,1,0,0,0,0,0,0,3,0,1,3,
P80210|TX=559292,P80210,"P80210|TX=559292 OS=Yeast S288c GN=ADE12 TA=YNL220W_mRNA,NM_001183058.1 PA=P80210,YNL220W_mRNA,NP_014179.1",ADE12,433,OS=Yeast,1,0.999,19,99,99,99,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,38,12,0,
P80235|TX=559292,P80235,"P80235|TX=559292 OS=Yeast S288c GN=YAR035W,YAT1 TA=NM_001178226.1,YAR035W_mRNA PA=NP_009420.1,YAR035W_mRNA,P80235","YAR035W,YAT1",687,OS=Yeast,1,0.999,14,50,50,50,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,21,0,0,0,
P89102|TX=559292,P89102,"P89102|TX=559292 OS=Yeast S288c GN=SEC5,YDR166C TA=YDR166C_mRNA,NM_001180473.3 PA=YDR166C_mRNA,NP_010450.3,P89102","SEC5,YDR166C",971,OS=Yeast,1,0.9988,8,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,
Q00055|TX=559292,Q00055,"Q00055|TX=559292 OS=Yeast S288c GN=GPD1 TA=NM_001180081.1,YDL022W_mRNA PA=YDL022W_mRNA,NP_010262.1,Q00055",GPD1,391,OS=Yeast,1,0.999,9,24,20,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,1,0,
Q00245|TX=559292,Q00245,"Q00245|TX=559292 OS=Yeast S288c GN=YIL118W,RHO3 TA=NM_001179466.1,YIL118W_mRNA PA=YIL118W_mRNA,Q00245,NP_012148.1","YIL118W,RHO3",231,OS=Yeast,1,0.999,8,21,20,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,
Q00711|TX=559292,Q00711,"Q00711|TX=559292 OS=Yeast S288c GN=SDH1 TA=YKL148C_mRNA,NM_001179714.1 PA=NP_012774.1,YKL148C_mRNA,Q00711",SDH1,640,OS=Yeast,1,0.999,8,19,14,19,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,
Q00723|TX=559292,Q00723,"Q00723|TX=559292 OS=Yeast S288c GN=YGR075C,PRP38 TA=NM_001181204.3,YGR075C_mRNA PA=Q00723,YGR075C_mRNA,NP_011589.3","YGR075C,PRP38",242,OS=Yeast,1,0.999,5,21,21,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
Q00764|TX=559292,Q00764,"Q00764|TX=559292 OS=Yeast S288c GN=TPS1 TA=YBR126C_mRNA,NM_001178474.1 PA=NP_009684.1,YBR126C_mRNA,Q00764",TPS1,495,OS=Yeast,1,0.999,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,
Q00772|TX=559292,Q00772,"Q00772|TX=559292 OS=Yeast S288c GN=SLT2 TA=YHR030C_mRNA,NM_001179160.1 PA=NP_011895.1,YHR030C_mRNA,Q00772",SLT2,484,OS=Yeast,1,0.999,6,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,
Q00816|TX=559292,Q00816,"Q00816|TX=559292 OS=Yeast S288c GN=REG1 TA=YDR028C_mRNA,NM_001180336.1 PA=Q00816,YDR028C_mRNA,NP_010311.1",REG1,1014,OS=Yeast,1,0.999,28,174,174,174,0,0,37,8,3,0,0,0,0,0,41,3,1,0,0,0,0,1,24,13,4,1,0,0,0,0,22,9,5,1,1,0,
Q00955|TX=559292,Q00955,"Q00955|TX=559292 OS=Yeast S288c GN=ACC1 TA=YNR016C_mRNA,NM_001183193.1 PA=Q00955,YNR016C_mRNA,NP_014413.1",ACC1,2233,OS=Yeast,1,0.999,27,80,72,80,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,29,2,0,0,0,0,0,0,9,30,0,0,0,0,0,
Q01217|TX=559292,Q01217,"Q01217|TX=559292 OS=Yeast S288c GN=ARG5,6,YER069W TA=YER069W_mRNA,NM_001178960.1 PA=YER069W_mRNA,Q01217,NP_010992.1","ARG5,6,YER069W",863,OS=Yeast,1,0.9985,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Q01476|TX=559292,Q01476,"Q01476|TX=559292 OS=Yeast S288c GN=YOR124C,UBP2 TA=NM_001183543.3,YOR124C_mRNA PA=Q01476,NP_014767.3,YOR124C_mRNA","YOR124C,UBP2",1272,OS=Yeast,1,0.999,6,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,
Q01574|TX=559292,Q01574,"Q01574|TX=559292 OS=Yeast S288c GN=ACS1 TA=YAL054C_mRNA,NM_001178197.1 PA=YAL054C_mRNA,Q01574,NP_009347.1",ACS1,713,OS=Yeast,1,0.999,6,15,15,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,9,1,0,0,
Q01855|TX=559292,Q01855,"Q01855|TX=559292 OS=Yeast S288c GN=RPS15 TA=YOL040C_mRNA,NM_001183294.1 PA=YOL040C_mRNA,NP_014602.1,Q01855",RPS15,142,OS=Yeast,1,0.999,2,14,14,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,
Q01939|TX=559292,Q01939,"Q01939|TX=559292 OS=Yeast S288c GN=RPT6 TA=YGL048C_mRNA,NM_001180913.1 PA=NP_011467.1,Q01939,YGL048C_mRNA",RPT6,405,OS=Yeast,1,0.999,8,19,14,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,10,0,0,
Q02201|TX=559292,Q02201,"Q02201|TX=559292 OS=Yeast S288c GN=YKR003W,OSH6 TA=YKR003W_mRNA,NM_001179793.1 PA=YKR003W_mRNA,NP_012928.1,Q02201","YKR003W,OSH6",448,OS=Yeast,1,0.9985,6,22,22,22,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,8,0,0,
Q02256|TX=559292,Q02256,"Q02256|TX=559292 OS=Yeast S288c GN=YIR026C,YVH1 TA=YIR026C_mRNA,NM_001179548.3 PA=YIR026C_mRNA,NP_012292.3,Q02256","YIR026C,YVH1",364,OS=Yeast,1,0.9989,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,
Q02725|TX=559292,Q02725,"Q02725|TX=559292 OS=Yeast S288c GN=VTC3 TA=YPL019C_mRNA,NM_001183833.1 PA=YPL019C_mRNA,Q02725,NP_015306.1",VTC3,835,OS=Yeast,1,0.999,15,71,62,71,0,0,0,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,12,11,0,0,0,
Q02753|TX=559292,Q02753,"Q02753|TX=559292 OS=Yeast S288c GN=RPL21A TA=YBR191W_mRNA,NM_001178539.1 PA=NP_009750.1,Q02753,YBR191W_mRNA",RPL21A,160,OS=Yeast,1,0.9978,5,39,0,39,0,0,0,0,0,1,4,5,0,0,1,0,1,0,3,5,0,0,0,0,2,0,1,6,0,0,0,0,0,1,2,7,Q12672|TX=559292
Q02785|TX=559292,Q02785,"Q02785|TX=559292 OS=Yeast S288c GN=PDR12,YPL058C TA=YPL058C_mRNA,NM_001183872.1 PA=YPL058C_mRNA,NP_015267.1,Q02785","PDR12,YPL058C",1511,OS=Yeast,1,0.9986,6,10,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,
Q02821|TX=559292,Q02821,"Q02821|TX=559292 OS=Yeast S288c GN=SRP1 TA=NM_001183027.1,YNL189W_mRNA PA=Q02821,NP_014210.1,YNL189W_mRNA",SRP1,542,OS=Yeast,1,0.999,5,11,11,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,
Q02866|TX=559292,Q02866,"Q02866|TX=559292 OS=Yeast S288c GN=YPL070W,MUK1 TA=NM_001183884.1,YPL070W_mRNA PA=NP_015255.1,YPL070W_mRNA,Q02866","YPL070W,MUK1",612,OS=Yeast,1,0.999,11,47,46,47,0,0,0,0,9,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,14,1,0,0,
Q02892|TX=559292,Q02892,"Q02892|TX=559292 OS=Yeast S288c GN=NOG1,YPL093W TA=YPL093W_mRNA,NM_001183907.1 PA=NP_015232.1,YPL093W_mRNA,Q02892","NOG1,YPL093W",647,OS=Yeast,1,0.9986,8,20,20,20,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,
Q02932|TX=559292,Q02932,"Q02932|TX=559292 OS=Yeast S288c GN=KAP120 TA=YPL125W_mRNA,NM_001183939.1 PA=Q02932,NP_015200.1,YPL125W_mRNA",KAP120,1032,OS=Yeast,1,0.9973,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,
Q02969|TX=559292,Q02969,"Q02969|TX=559292 OS=Yeast S288c GN=YPL112C,PEX25 TA=YPL112C_mRNA,NM_001183926.1 PA=Q02969,NP_015213.1,YPL112C_mRNA","YPL112C,PEX25",394,OS=Yeast,1,0.9954,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Q02979|TX=559292,Q02979,"Q02979|TX=559292 OS=Yeast S288c GN=GDE1,YPL110C TA=YPL110C_mRNA,NM_001183924.1 PA=YPL110C_mRNA,NP_015215.1,Q02979","GDE1,YPL110C",1223,OS=Yeast,1,0.999,21,72,72,72,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,24,4,1,0,0,0,
Q03028|TX=559292,Q03028,"Q03028|TX=559292 OS=Yeast S288c GN=ODC1 TA=YPL134C_mRNA,NM_001183948.1 PA=Q03028,YPL134C_mRNA,NP_015191.1",ODC1,310,OS=Yeast,1,0.9984,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
Q03063|TX=559292,Q03063,"Q03063|TX=559292 OS=Yeast S288c GN=DIG1 TA=NM_001183863.1,YPL049C_mRNA PA=Q03063,YPL049C_mRNA,NP_015276.1",DIG1,452,OS=Yeast,1,0.999,5,15,15,15,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,
Q03177|TX=559292,Q03177,"Q03177|TX=559292 OS=Yeast S288c GN=YMR102C TA=YMR102C_mRNA,NM_001182602.1 PA=YMR102C_mRNA,NP_013820.1,Q03177",YMR102C,834,OS=Yeast,1,0.9958,6,23,23,23,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,
Q03218|TX=559292,Q03218,"Q03218|TX=559292 OS=Yeast S288c GN=YMR177W,MMT1 TA=NM_001182683.1,YMR177W_mRNA PA=NP_013902.1,YMR177W_mRNA,Q03218","YMR177W,MMT1",510,OS=Yeast,1,0.999,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,
Q03219|TX=559292,Q03219,"Q03219|TX=559292 OS=Yeast S288c GN=YMR178W TA=NM_001182684.1,YMR178W_mRNA PA=Q03219,YMR178W_mRNA,NP_013903.1",YMR178W,274,OS=Yeast,1,0.999,4,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,
