Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
Q12100|TX=559292,Q12100,"Q12100|TX=559292 OS=Yeast S288c GN=RTK1,YDL025C TA=NM_001180084.1,YDL025C_mRNA PA=Q12100,YDL025C_mRNA,NP_010259.1","RTK1,YDL025C",620,OS=Yeast,1,0.999,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q12109|TX=559292,Q12109,"Q12109|TX=559292 OS=Yeast S288c GN=WRS1 TA=YOL097C_mRNA,NM_001183351.1 PA=YOL097C_mRNA,NP_014544.1,Q12109",WRS1,432,OS=Yeast,1,0.999,45,842,842,842,0,0,5,166,42,11,6,1,0,1,8,121,23,10,4,0,0,0,3,73,43,15,7,0,0,0,5,57,17,10,7,0,0,0,3,96,20,11,2,1,1,0,0,41,19,11,2,0,
Q12117|TX=559292,Q12117,"Q12117|TX=559292 OS=Yeast S288c GN=YDR033W,MRH1 TA=NM_001180341.1,YDR033W_mRNA PA=Q12117,NP_010316.1,YDR033W_mRNA","YDR033W,MRH1",320,OS=Yeast,1,0.9985,4,50,37,50,1,2,1,0,2,6,0,0,1,1,0,0,4,2,0,0,0,2,0,0,3,6,0,0,0,0,0,0,2,4,0,0,0,0,0,1,4,4,0,0,0,0,0,0,1,3,0,0,
Q12159|TX=559292,Q12159,"Q12159|TX=559292 OS=Yeast S288c GN=YRA1 TA=YDR381W_mRNA,NM_001180689.1 PA=YDR381W_mRNA,Q12159,NP_010669.1",YRA1,226,OS=Yeast,1,0.9987,11,84,84,84,0,0,0,1,3,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,12,0,0,
Q12164|TX=559292,Q12164,"Q12164|TX=559292 OS=Yeast S288c GN=YLL023C,POM33 TA=NM_001181843.1,YLL023C_mRNA PA=NP_013077.1,YLL023C_mRNA,Q12164","YLL023C,POM33",279,OS=Yeast,1,0.9989,3,16,16,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,
Q12179|TX=559292,Q12179,"Q12179|TX=559292 OS=Yeast S288c GN=YPL245W TA=YPL245W_mRNA,NM_001184059.1 PA=YPL245W_mRNA,Q12179,NP_015079.1",YPL245W,454,OS=Yeast,1,0.9987,3,10,9,10,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,
Q12207|TX=559292,Q12207,"Q12207|TX=559292 OS=Yeast S288c GN=NCE102 TA=YPR149W_mRNA,NM_001184246.1 PA=YPR149W_mRNA,Q12207,NP_015475.1",NCE102,173,OS=Yeast,1,0.9986,3,38,38,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,
Q12230|TX=559292,Q12230,"Q12230|TX=559292 OS=Yeast S288c GN=LSP1,YPL004C TA=NM_001183818.1,YPL004C_mRNA PA=NP_015321.1,Q12230,YPL004C_mRNA","LSP1,YPL004C",341,OS=Yeast,1,0.9983,7,20,20,20,0,0,1,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
Q12233|TX=559292,Q12233,"Q12233|TX=559292 OS=Yeast S288c GN=YPR020W,ATP20 TA=NM_001184117.1,YPR020W_mRNA PA=NP_015345.1,Q12233,YPR020W_mRNA","YPR020W,ATP20",115,OS=Yeast,1,0.997,5,15,15,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,
Q12250|TX=559292,Q12250,"Q12250|TX=559292 OS=Yeast S288c GN=RPN5 TA=YDL147W_mRNA,NM_001180207.1 PA=Q12250,YDL147W_mRNA,NP_010134.1",RPN5,445,OS=Yeast,1,0.9954,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
Q12289|TX=559292,Q12289,"Q12289|TX=559292 OS=Yeast S288c GN=CRC1,YOR100C TA=NM_001183519.1,YOR100C_mRNA PA=Q12289,NP_014743.1,YOR100C_mRNA","CRC1,YOR100C",327,OS=Yeast,1,0.991,2,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Q12329|TX=559292,Q12329,"Q12329|TX=559292 OS=Yeast S288c GN=HSP42,YDR171W TA=YDR171W_mRNA,NM_001180478.1 PA=YDR171W_mRNA,Q12329,NP_010456.1","HSP42,YDR171W",375,OS=Yeast,1,0.9961,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
Q12339|TX=559292,Q12339,"Q12339|TX=559292 OS=Yeast S288c GN=YOR004W,UTP23 TA=NM_001183423.1,YOR004W_mRNA PA=YOR004W_mRNA,Q12339,NP_014646.1","YOR004W,UTP23",254,OS=Yeast,1,0.9962,3,7,7,7,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q12375|TX=559292,Q12375,"Q12375|TX=559292 OS=Yeast S288c GN=ORT1 TA=NM_001183549.4,YOR130C_mRNA PA=NP_014773.4,Q12375,YOR130C_mRNA",ORT1,292,OS=Yeast,1,0.9922,2,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Q12443|TX=559292,Q12443,"Q12443|TX=559292 OS=Yeast S288c GN=YDL204W,RTN2 TA=YDL204W_mRNA,NM_001180264.1 PA=YDL204W_mRNA,Q12443,NP_010077.1","YDL204W,RTN2",393,OS=Yeast,1,0.9989,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,
Q12453|TX=559292,Q12453,"Q12453|TX=559292 OS=Yeast S288c GN=CEX1,YOR112W TA=YOR112W_mRNA,NM_001183531.1 PA=YOR112W_mRNA,Q12453,NP_014755.1","CEX1,YOR112W",761,OS=Yeast,1,0.9987,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q12460|TX=559292,Q12460,"Q12460|TX=559292 OS=Yeast S288c GN=NOP56 TA=YLR197W_mRNA,NM_001182084.1 PA=NP_013298.1,Q12460,YLR197W_mRNA",NOP56,504,OS=Yeast,1,0.999,26,213,213,213,0,0,3,50,2,0,2,0,0,0,10,24,0,0,0,0,0,0,1,24,0,0,0,0,0,0,10,28,0,0,1,0,0,0,10,35,1,0,0,0,1,0,0,10,1,0,0,0,
Q12462|TX=559292,Q12462,"Q12462|TX=559292 OS=Yeast S288c GN=PEX11 TA=NM_001183401.1,YOL147C_mRNA PA=NP_014494.1,YOL147C_mRNA,Q12462",PEX11,236,OS=Yeast,1,0.9946,6,26,26,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,
Q12464|TX=559292,Q12464,"Q12464|TX=559292 OS=Yeast S288c GN=RVB2 TA=NM_001184049.1,YPL235W_mRNA PA=NP_015089.1,Q12464,YPL235W_mRNA",RVB2,471,OS=Yeast,1,0.999,20,96,96,96,0,0,0,23,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,9,0,0,0,0,
Q12466|TX=559292,Q12466,"Q12466|TX=559292 OS=Yeast S288c GN=TCB1,YOR086C TA=YOR086C_mRNA,NM_001183505.1 PA=Q12466,YOR086C_mRNA,NP_014729.1","TCB1,YOR086C",1186,OS=Yeast,1,0.999,3,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Q12496|TX=559292,Q12496,"Q12496|TX=559292 OS=Yeast S288c GN=YOL098C TA=NM_001183352.1,YOL098C_mRNA PA=Q12496,YOL098C_mRNA,NP_014543.1",YOL098C,1037,OS=Yeast,1,0.9873,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Q12499|TX=559292,Q12499,"Q12499|TX=559292 OS=Yeast S288c GN=NOP58 TA=YOR310C_mRNA,NM_001183730.1 PA=Q12499,YOR310C_mRNA,NP_014955.1",NOP58,511,OS=Yeast,1,0.999,15,114,113,114,0,0,11,19,0,0,0,0,1,2,15,4,0,0,0,0,0,1,11,9,0,0,0,0,0,0,13,1,0,0,0,0,0,0,13,8,1,0,0,0,3,0,0,2,0,0,0,0,
Q12514|TX=559292,Q12514,"Q12514|TX=559292 OS=Yeast S288c GN=NOT5,YPR072W TA=YPR072W_mRNA,NM_001184169.1 PA=YPR072W_mRNA,NP_015397.1,Q12514","NOT5,YPR072W",560,OS=Yeast,1,0.999,14,86,85,86,0,0,23,2,0,0,0,0,0,1,16,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,1,0,0,0,0,2,0,0,1,0,0,0,0,
Q12522|TX=559292,Q12522,"Q12522|TX=559292 OS=Yeast S288c GN=TIF6 TA=NM_001184113.1,YPR016C_mRNA PA=YPR016C_mRNA,NP_015341.1,Q12522",TIF6,245,OS=Yeast,1,0.999,2,11,11,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,
Q12675|TX=559292,Q12675,"Q12675|TX=559292 OS=Yeast S288c GN=YDR093W,DNF2 TA=YDR093W_mRNA,NM_001180401.1 PA=Q12675,YDR093W_mRNA,NP_010378.1","YDR093W,DNF2",1612,OS=Yeast,1,0.999,11,31,31,31,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
Q12692|TX=559292,Q12692,"Q12692|TX=559292 OS=Yeast S288c GN=HTZ1 TA=YOL012C_mRNA,NM_001183266.1 PA=NP_014631.1,Q12692,YOL012C_mRNA",HTZ1,134,OS=Yeast,1,0.9982,3,91,81,91,2,2,1,3,3,1,4,6,1,1,1,3,2,0,4,2,1,1,1,1,2,1,6,1,0,2,1,2,1,1,4,4,1,1,1,5,1,1,5,2,0,1,2,0,2,2,1,1,
Q12743|TX=559292,Q12743,"Q12743|TX=559292 OS=Yeast S288c GN=YDR411C,DFM1 TA=YDR411C_mRNA,NM_001180719.1 PA=Q12743,YDR411C_mRNA,NP_010699.1","YDR411C,DFM1",341,OS=Yeast,1,0.999,2,11,11,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,
Q2V2Q1|TX=559292,Q2V2Q1,"Q2V2Q1|TX=559292 OS=Yeast S288c GN=YCL058W-A,ADF1 TA=YCL058W-A_mRNA,NM_001184528.1 PA=Q2V2Q1,YCL058W-A_mRNA,NP_001018031.2","YCL058W-A,ADF1",113,OS=Yeast,1,0.9958,3,11,11,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Q6Q560|TX=559292,Q6Q560,"Q6Q560|TX=559292 OS=Yeast S288c GN=YER048W-A,ISD11 TA=YER048W-A_mRNA,NM_001184330.1 PA=Q6Q560,YER048W-A_mRNA,NP_010968.1","YER048W-A,ISD11",94,OS=Yeast,1,0.9989,8,71,71,71,0,0,0,0,0,0,13,6,0,0,0,0,0,0,8,11,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,
Q99189|TX=559292,Q99189,"Q99189|TX=559292 OS=Yeast S288c GN=MTR10 TA=NM_001183579.1,YOR160W_mRNA PA=NP_014803.1,Q99189,YOR160W_mRNA",MTR10,972,OS=Yeast,1,0.9987,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q99288|TX=559292,Q99288,"Q99288|TX=559292 OS=Yeast S288c GN=DET1,YDR051C TA=NM_001180359.3,YDR051C_mRNA PA=YDR051C_mRNA,NP_010336.3,Q99288","DET1,YDR051C",334,OS=Yeast,1,0.999,12,69,69,69,0,0,0,0,23,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,
Q99297|TX=559292,Q99297,"Q99297|TX=559292 OS=Yeast S288c GN=ODC2 TA=NM_001183641.1,YOR222W_mRNA PA=Q99297,NP_014865.1,YOR222W_mRNA",ODC2,307,OS=Yeast,1,0.999,5,29,29,29,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,
Q99316|TX=559292,Q99316,"Q99316|TX=559292 OS=Yeast S288c GN=MPD2,YOL088C TA=NM_001183342.1,YOL088C_mRNA PA=YOL088C_mRNA,Q99316,NP_014553.1","MPD2,YOL088C",277,OS=Yeast,1,0.9916,5,15,15,15,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,
X5J4H2|X5J4H2_MOUSE,X5J4H2,X5J4H2|X5J4H2_MOUSE IgG1 heavy chain VDJ region (Fragment) OS=Mus musculus OX=10090 GN=Ighv7-3 PE=2 SV=1,Ighv7-3,110,OS=Mus musculus,1,0.999,3,6,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
O14455|TX=559292,O14455,"O14455|TX=559292 OS=Yeast S288c GN=RPL36B TA=NM_001184312.1,YPL249C-A_mRNA PA=NP_015074.1,YPL249C-A_mRNA,O14455",RPL36B,100,OS=Yeast,0.9999,0.9987,7,90,1,90,0,0,3,4,7,2,10,0,0,3,0,0,4,0,8,0,0,1,2,1,4,2,6,0,0,1,3,0,0,1,4,2,0,0,1,1,0,1,4,3,0,0,1,0,1,2,6,2,
P00410|TX=559292,P00410,"P00410|TX=559292 OS=Yeast S288c GN=COX2 TA=NM_001184373.1,Q0250_mRNA PA=P00410,Q0250_mRNA",COX2,251,OS=Yeast,0.9999,0.9985,2,11,11,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,
P00445|TX=559292,P00445,"P00445|TX=559292 OS=Yeast S288c GN=SOD1 TA=YJR104C_mRNA,NM_001181762.1 PA=YJR104C_mRNA,P00445,NP_012638.1",SOD1,154,OS=Yeast,0.9999,0.9959,2,32,32,32,0,0,2,1,2,2,2,0,0,1,0,1,1,0,3,0,0,1,0,1,4,2,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,
P05319|TX=559292,P05319,"P05319|TX=559292 OS=Yeast S288c GN=RPP2A TA=YOL039W_mRNA,NM_001183293.1 PA=YOL039W_mRNA,NP_014603.1,P05319",RPP2A,106,OS=Yeast,0.9999,0.9989,2,17,17,17,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,
P06367|TX=559292,P06367,"P06367|TX=559292 OS=Yeast S288c GN=RPS14A TA=NM_001178745.1,YCR031C_mRNA PA=NP_009960.2,P06367,YCR031C_mRNA",RPS14A,137,OS=Yeast,0.9999,0.9829,1,25,25,25,0,0,1,0,0,0,2,0,0,1,0,0,1,1,4,0,0,1,1,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,
P11484|TX=559292,P11484,"P11484|TX=559292 OS=Yeast S288c GN=SSB1 TA=YDL229W_mRNA,NM_001180289.1 PA=NP_010052.1,YDL229W_mRNA,P11484",SSB1,613,OS=Yeast,0.9999,0.9989,1,17,17,17,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,
P12611|TX=559292,P12611,"P12611|TX=559292 OS=Yeast S288c GN=WHI2,YOR043W TA=NM_001183462.1,YOR043W_mRNA PA=P12611,YOR043W_mRNA,NP_014686.1","WHI2,YOR043W",486,OS=Yeast,0.9999,0.9954,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P25043|TX=559292,P25043,"P25043|TX=559292 OS=Yeast S288c GN=PUP1,YOR157C TA=YOR157C_mRNA,NM_001183576.3 PA=P25043,YOR157C_mRNA,NP_014800.3","PUP1,YOR157C",261,OS=Yeast,0.9999,0.9861,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
P26637|TX=559292,P26637,"P26637|TX=559292 OS=Yeast S288c GN=CDC60 TA=NM_001183974.1,YPL160W_mRNA PA=YPL160W_mRNA,P26637,NP_015165.1",CDC60,1090,OS=Yeast,0.9999,0.9975,1,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P37297|TX=559292,P37297,"P37297|TX=559292 OS=Yeast S288c GN=YLR305C,STT4 TA=YLR305C_mRNA,NM_001182193.1 PA=P37297,NP_013408.1,YLR305C_mRNA","YLR305C,STT4",1900,OS=Yeast,0.9999,0.997,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39008|TX=559292,P39008,"P39008|TX=559292 OS=Yeast S288c GN=POP2 TA=YNR052C_mRNA,NM_001183229.3 PA=NP_014450.3,YNR052C_mRNA,P39008",POP2,433,OS=Yeast,0.9999,0.999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P40046|TX=559292,P40046,"P40046|TX=559292 OS=Yeast S288c GN=VTC1 TA=YER072W_mRNA,NM_001178963.1 PA=NP_010995.1,P40046,YER072W_mRNA",VTC1,129,OS=Yeast,0.9999,0.9764,3,8,8,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
P40210|TX=559292,P40210,"P40210|TX=559292 OS=Yeast S288c GN=YMR140W,SIP5 TA=YMR140W_mRNA,NM_001182642.1 PA=P40210,YMR140W_mRNA,NP_013860.1","YMR140W,SIP5",489,OS=Yeast,0.9999,0.9967,2,7,7,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P40303|TX=559292,P40303,"P40303|TX=559292 OS=Yeast S288c GN=PRE6,YOL038W TA=NM_001183292.1,YOL038W_mRNA PA=YOL038W_mRNA,P40303,NP_014604.1","PRE6,YOL038W",254,OS=Yeast,0.9999,0.9958,2,19,19,19,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,
P40825-2|TX=559292,P40825-2,"P40825-2|TX=559292 OS=Yeast S288c GN=ALA1 TA=NM_001183755.3,YOR335C_mRNA PA=P40825-2,NP_014980.3,YOR335C_mRNA",ALA1,958,OS=Yeast,0.9999,0.9964,2,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P40825|TX=559292
P42842|TX=559292,P42842,"P42842|TX=559292 OS=Yeast S288c GN=EMW1,YNL313C TA=NM_001183151.1,YNL313C_mRNA PA=NP_014086.1,YNL313C_mRNA,P42842","EMW1,YNL313C",904,OS=Yeast,0.9999,0.9985,1,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P48439|TX=559292,P48439,"P48439|TX=559292 OS=Yeast S288c GN=OST3,YOR085W TA=YOR085W_mRNA,NM_001183504.1 PA=YOR085W_mRNA,P48439,NP_014728.1","OST3,YOR085W",350,OS=Yeast,0.9999,0.9983,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,
P49723|TX=559292,P49723,"P49723|TX=559292 OS=Yeast S288c GN=RNR4 TA=YGR180C_mRNA,NM_001181309.3 PA=YGR180C_mRNA,NP_011696.3,P49723",RNR4,345,OS=Yeast,0.9999,0.9691,2,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
Q08058|TX=559292,Q08058,"Q08058|TX=559292 OS=Yeast S288c GN=YOL008W,COQ10 TA=NM_001183262.1,YOL008W_mRNA PA=Q08058,NP_014635.1,YOL008W_mRNA","YOL008W,COQ10",207,OS=Yeast,0.9999,0.9989,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Q08970|TX=559292,Q08970,"Q08970|TX=559292 OS=Yeast S288c GN=MMT2 TA=YPL224C_mRNA,NM_001184038.2 PA=Q08970,YPL224C_mRNA,NP_015100.2",MMT2,484,OS=Yeast,0.9999,0.9961,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
Q12035|TX=559292,Q12035,"Q12035|TX=559292 OS=Yeast S288c GN=FCF2,YLR051C TA=YLR051C_mRNA,NM_001181938.1 PA=YLR051C_mRNA,Q12035,NP_013152.1","FCF2,YLR051C",217,OS=Yeast,0.9999,0.9987,2,7,7,7,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Q12114|TX=559292,Q12114,"Q12114|TX=559292 OS=Yeast S288c GN=CHS5 TA=NM_001182219.1,YLR330W_mRNA PA=YLR330W_mRNA,Q12114,NP_013434.1",CHS5,671,OS=Yeast,0.9999,0.999,2,6,6,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q12125|TX=559292,Q12125,"Q12125|TX=559292 OS=Yeast S288c GN=GET4 TA=NM_001183583.3,YOR164C_mRNA PA=Q12125,NP_014807.3,YOR164C_mRNA",GET4,312,OS=Yeast,0.9999,0.9986,2,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,
Q12247|TX=559292,Q12247,"Q12247|TX=559292 OS=Yeast S288c GN=YLR068W,FYV7 TA=NM_001181955.1,YLR068W_mRNA PA=YLR068W_mRNA,NP_013169.1,Q12247","YLR068W,FYV7",151,OS=Yeast,0.9999,0.983,3,7,7,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q12267|TX=559292,Q12267,"Q12267|TX=559292 OS=Yeast S288c GN=SMC4,YLR086W TA=NM_001181973.1,YLR086W_mRNA PA=NP_013187.1,Q12267,YLR086W_mRNA","SMC4,YLR086W",1418,OS=Yeast,0.9999,0.9774,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
