"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","set","DE","GO"
"CC","GO:0005576","extracellular region",0.0337972166998012,0.0204329004329004,3.57779197805961e-05,0.000437683218649292,0.000377865047507348,"YJL174W/YMR006C/YJR151C/YNL322C/YLR286C/YHR211W/YDR534C/YER065C/YDR261C/YJL079C/YGR189C/YLR042C/YCR045C/YGL028C/YKL164C/YDR420W/YDR077W/YJL158C/YIL011W/YGR279C/YLR390W-A/YKR042W/YLL024C/YMR305C/YBR067C/YNL327W/YNL066W/YKR013W/YKR102W/YCR089W/YJR150C/YOL030W/YHR143W/YGL089C/YKL096W-A/YIL123W/YBR078W/YMR307W/YJR004C/YAR050W/YNR044W/YGR014W/YDR144C/YKL096W/YMR215W/YOR009W/YER011W/YOR247W/YLR040C/YNL300W/YEL040W",51,"raw_B1_WT_vs_B1_ATG","Down","CC_extracellular region"
"BP","GO:0000469","cleavage involved in rRNA processing",0.0337972166998012,0.0141917618553133,4.89066293431715e-12,3.97632160311873e-10,3.60140808298229e-10,"YJR002W/YML093W/YPL217C/YPR112C/YER082C/YLR129W/YBR247C/YLR059C/YNL232W/YDR339C/YOR004W/YOL021C/YGR158C/YDL060W/YBL004W/YGL246C/YPR137W/YDR500C/YOR294W/YGR195W/YDL111C/YDL148C/YOR001W/YGL171W/YLL035W/YDL208W/YJL010C/YJL050W/YHR072W-A/YLR293C/YCL059C/YCR057C/YJL109C/YGL078C/YLR222C/YOR310C/YOL077C/YLR185W/YHR052W/YMR229C/YLR186W/YJL177W/YDR450W/YML026C/YKL180W/YJL136C/YHR021C/YKR057W/YGR214W/YLR048W/YPR144C",51,"raw_B1_WT_vs_B1_ATG","Down","BP_cleavage involved in rRNA processing"
"MF","GO:0019843","rRNA binding",0.0326884589726484,0.0139227288548556,2.76410997783624e-11,2.18825373245369e-09,1.94457561598655e-09,"YDR337W/YPR112C/YPL043W/YKR081C/YNL075W/YOR004W/YHR066W/YDR500C/YEL055C/YHR148W/YOR001W/YOL041C/YGR103W/YNL067W/YHR170W/YJL191W/YGR085C/YMR049C/YOL077C/YLR185W/YLR249W/YKL009W/YDR385W/YOR133W/YHR203C/YJR145C/YBR189W/YOL127W/YBL087C/YER117W/YHR052W/YGL123W/YCR031C/YMR229C/YPR102C/YLR186W/YDR450W/YML026C/YJR123W/YFR031C-A/YIL018W/YLR340W/YPL131W/YBR048W/YDR025W/YDR064W/YDR418W/YEL054C/YGL147C",49,"raw_B1_WT_vs_B1_ATG","Down","MF_rRNA binding"
"BP","GO:0008652","cellular amino acid biosynthetic process",0.0324718356527502,0.0228452751817238,0.00319982672420344,0.0449900449192513,0.0407480902195752,"YBR248C/YER090W/YML082W/YIL116W/YNR050C/YEL046C/YNL104C/YDL066W/YGR155W/YDR127W/YMR108W/YHR033W/YGL009C/YER052C/YCL009C/YPR118W/YIR034C/YER023W/YLR355C/YNL135C/YGL026C/YBR263W/YHR208W/YDR234W/YPR060C/YER055C/YGL148W/YGR124W/YIL051C/YAL012W/YLR089C/YDL171C/YOR202W/YPL273W/YPR145W/YOR136W/YDR158W/YER086W/YBR249C/YGL202W/YJL200C/YJL130C/YBR084W/YCR053W/YLR058C/YHR025W/YJR016C/YOR108W/YCL064C",49,"raw_B1_WT_vs_B1_ATG","Down","BP_cellular amino acid biosynthetic process"
"BP","GO:0090502","RNA phosphodiester bond hydrolysis, endonucleolytic",0.0324718356527502,0.0160955347871236,3.4515986539714e-08,1.5367832102206e-06,1.39188527173934e-06,"YJR002W/YLR312W-A/YML093W/YPL217C/YPR112C/YER082C/YLR129W/YBR247C/YDR339C/YOR004W/YOL021C/YDL060W/YML091C/YBL004W/YGL246C/YPR137W/YDR500C/YOR294W/YDL148C/YGL171W/YDR279W/YLL035W/YKR079C/YJL010C/YHR062C/YAR008W/YLR154C/YCL059C/YPR170W-B/YCR057C/YJL109C/YGL078C/YLR222C/YOR310C/YJL208C/YOL077C/YLR185W/YMR229C/YLR186W/YJL177W/YDR450W/YML026C/YKL180W/YJL136C/YHR021C/YKR057W/YGR214W/YLR048W/YPR144C",49,"raw_B1_WT_vs_B1_ATG","Down","BP_RNA phosphodiester bond hydrolysis, endonucleolytic"
"BP","GO:0051656","establishment of organelle localization",0.0318091451292246,0.0223260643821391,0.00332022315096698,0.0463344574052854,0.0419657427329605,"YLR370C/YER122C/YGL097W/YPL218W/YOR269W/YGL106W/YHR115C/YPL239W/YOR373W/YKL057C/YLL034C/YML085C/YOR294W/YML124C/YPR016C/YPL085W/YBR160W/YPL169C/YJL019W/YMR235C/YIR026C/YJL010C/YGR245C/YPR181C/YGL099W/YCR086W/YER006W/YGR285C/YHR170W/YLR106C/YJR091C/YLR293C/YDR101C/YAL059W/YPL093W/YNL209W/YER036C/YKL009W/YFL037W/YNL178W/YGL135W/YPL220W/YCR067C/YJL080C/YDL229W/YIL148W/YKR094C/YDR091C",48,"raw_B1_WT_vs_B1_ATG","Down","BP_establishment of organelle localization"
"BP","GO:0019693","ribose phosphate metabolic process",0.0318091451292246,0.0218068535825545,0.00190356316257539,0.0282512945556824,0.0255875783507419,"YML081C-A/YOR311C/YOR142W/YLR153C/YMR205C/YJL116C/YDR531W/YKL181W/YNL220W/YML075C/YBR221C/YDR020C/YKL060C/YBL068W/YHR216W/YAL038W/YOL136C/YNR043W/YLR432W/YHR128W/YLR359W/YNR012W/YAR015W/YLR420W/YDL185W/YKL024C/YOR065W/YDR454C/YML126C/YOL061W/YDR408C/YDR226W/YBR196C/YHL011C/YMR120C/YMR300C/YGR061C/YHR174W/YGL234W/YML106W/YJR105W/YML056C/YDR399W/YJL130C/YMR217W/YGL253W/YBL039C/YML022W",48,"raw_B1_WT_vs_B1_ATG","Down","BP_ribose phosphate metabolic process"
"BP","GO:1901293","nucleoside phosphate biosynthetic process",0.0311464546056991,0.020595361716857,0.000867315419176883,0.0143529188837236,0.0129996321327956,"YML081C-A/YLR153C/YJL116C/YDR531W/YJL026W/YKL181W/YNL220W/YKR080W/YBR221C/YDR020C/YBL068W/YHR216W/YIL066C/YLR432W/YHR128W/YLR359W/YNR012W/YAR015W/YJR025C/YLR420W/YDL185W/YKL024C/YOR065W/YDR454C/YOL061W/YDR408C/YDR226W/YHL011C/YOR074C/YMR120C/YMR300C/YGR061C/YBR252W/YCL050C/YGL234W/YML106W/YJR105W/YLR043C/YML056C/YDR399W/YJL130C/YMR217W/YBR084W/YNL141W/YBL039C/YML022W/YER070W",47,"raw_B1_WT_vs_B1_ATG","Down","BP_nucleoside phosphate biosynthetic process"
"MF","GO:0045182","translation regulator activity",0.0306871247498332,0.0128785241907414,5.45052720301848e-11,3.69857203061968e-09,3.28670888482769e-09,"YLR192C/YOR187W/YLR203C/YNR045W/YGR222W/YGR083C/YBR118W/YPR080W/YDR172W/YDR429C/YBR143C/YNL244C/YOR276W/YLR291C/YPR016C/YPR163C/YOR260W/YMR260C/YPR041W/YDR496C/YER025W/YGR162W/YKR026C/YMR146C/YJR007W/YPL237W/YPL226W/YOL139C/YJL138C/YKR059W/YGR054W/YOR204W/YBR079C/YNL255C/YMR309C/YOR361C/YAL003W/YLR249W/YDR385W/YOR133W/YEL034W/YER153C/YOR359W/YDR091C/YKL081W/YJR047C",46,"raw_B1_WT_vs_B1_ATG","Down","MF_translation regulator activity"
"BP","GO:0009165","nucleotide biosynthetic process",0.0304837640821736,0.0202492211838006,0.00109782929244119,0.0176977653178019,0.0160291046419045,"YML081C-A/YLR153C/YJL116C/YDR531W/YJL026W/YKL181W/YNL220W/YKR080W/YBR221C/YDR020C/YBL068W/YHR216W/YIL066C/YLR432W/YHR128W/YLR359W/YNR012W/YAR015W/YJR025C/YLR420W/YDL185W/YKL024C/YOR065W/YDR454C/YOL061W/YDR408C/YDR226W/YHL011C/YOR074C/YMR120C/YMR300C/YGR061C/YBR252W/YCL050C/YGL234W/YML106W/YJR105W/YLR043C/YML056C/YDR399W/YJL130C/YMR217W/YBR084W/YBL039C/YML022W/YER070W",46,"raw_B1_WT_vs_B1_ATG","Down","BP_nucleotide biosynthetic process"
"BP","GO:0009451","RNA modification",0.0304837640821736,0.0193838698511596,0.000354874252094891,0.00670318031734794,0.00607116078278235,"YOR251C/YNR015W/YDL047W/YMR259C/YLR405W/YOR006C/YNL119W/YGL232W/YKL110C/YIL008W/YLR384C/YNL062C/YBR061C/YHR089C/YMR312W/YHR070W/YNL292W/YKR056W/YOL093W/YPL086C/YKL027W/YLR175W/YLR401C/YDL201W/YGL169W/YGL236C/YOL124C/YGR200C/YPL212C/YDL112W/YPL183C/YDL208W/YNL061W/YPL266W/YDR165W/YHR072W-A/YOR243C/YNL124W/YBL024W/YNR046W/YCL055W/YDL014W/YLR197W/YNL132W/YHR052W/YLR186W",46,"raw_B1_WT_vs_B1_ATG","Down","BP_RNA modification"
"BP","GO:0071428","rRNA-containing ribonucleoprotein complex export from nucleus",0.0298210735586481,0.0115957078573901,1.71840373731145e-12,1.46064317671474e-10,1.32292421690628e-10,"YGL097W/YPL239W/YKL057C/YLL034C/YOR294W/YPR016C/YPL169C/YMR235C/YIR026C/YJL010C/YGR245C/YGL099W/YER006W/YGR285C/YHR170W/YLR106C/YLR293C/YDR101C/YAL059W/YPL093W/YNL209W/YER036C/YKL009W/YLR264W/YGL123W/YNL178W/YGL135W/YPL220W/YOL121C/YOR167C/YGL189C/YDR450W/YML026C/YJR123W/YMR230W/YDL229W/YIL148W/YKR094C/YOR293W/YDR091C/YER131W/YGR214W/YLR048W/YOL040C/YNL302C",45,"raw_B1_WT_vs_B1_ATG","Down","BP_rRNA-containing ribonucleoprotein complex export from nucleus"
"BP","GO:0000470","maturation of LSU-rRNA",0.0298210735586481,0.0105572862582208,7.2051231707426e-15,8.98238688619245e-13,8.13546889945603e-13,"YKR024C/YPL043W/YKR081C/YDL031W/YHR066W/YGL246C/YLR435W/YBR142W/YDR500C/YLR276C/YPR016C/YLL035W/YDL208W/YNL061W/YOL144W/YER006W/YOL041C/YGR103W/YER126C/YPL198W/YOR272W/YGL120C/YGL078C/YNR038W/YNR046W/YHL033C/YKL014C/YPL211W/YMR049C/YOL077C/YLR185W/YDL136W/YDL191W/YHR052W/YMR229C/YGL135W/YPL220W/YLL045C/YJL177W/YGL189C/YKL180W/YGL076C/YMR290C/YER131W/YEL026W",45,"raw_B1_WT_vs_B1_ATG","Down","BP_maturation of LSU-rRNA"
"BP","GO:0006163","purine nucleotide metabolic process",0.0291583830351226,0.019730010384216,0.00214693368843329,0.0313653593544551,0.0284080288214569,"YML081C-A/YOR311C/YOR142W/YLR153C/YMR205C/YJL116C/YDR531W/YKL181W/YNL220W/YKR080W/YML075C/YBR221C/YKL060C/YBL068W/YHR216W/YAL038W/YOL136C/YNR043W/YLR432W/YLR359W/YAR015W/YDL185W/YKL024C/YOR065W/YDR454C/YML126C/YOL061W/YDR408C/YDR226W/YBR196C/YHL011C/YMR120C/YMR300C/YGR061C/YBR252W/YHR174W/YGL234W/YJR105W/YML056C/YDR399W/YMR217W/YBR084W/YGL253W/YML022W",44,"raw_B1_WT_vs_B1_ATG","Down","BP_purine nucleotide metabolic process"
"BP","GO:0006405","RNA export from nucleus",0.0291583830351226,0.0159224645205954,5.39287396300001e-06,0.00016532252968541,0.000149734843942485,"YER063W/YDL116W/YGL097W/YPR112C/YDL084W/YBR247C/YER107C/YDR381W/YKL057C/YKL068W/YBR118W/YPR080W/YLR335W/YBL051C/YKL205W/YML103C/YAR002W/YBR034C/YOR112W/YPL169C/YDR395W/YOR046C/YMR235C/YLR293C/YPL226W/YGR128C/YMR308C/YGR090W/YLR264W/YGL123W/YNL178W/YOL121C/YOR167C/YGL189C/YDR450W/YML026C/YJR123W/YMR230W/YOR293W/YER131W/YGR214W/YLR048W/YOL040C/YNL302C",44,"raw_B1_WT_vs_B1_ATG","Down","BP_RNA export from nucleus"
"CC","GO:0032040","small-subunit processome",0.0284956925115971,0.00917748917748918,6.0761728650027e-17,2.22995544145599e-15,1.92518740249033e-15,"YJR002W/YML093W/YER082C/YLR129W/YGR145W/YDR339C/YNL075W/YOR004W/YDR398W/YLL011W/YHR196W/YMR128W/YBL004W/YPR137W/YDL148C/YHR148W/YLR409C/YJL033W/YDR324C/YPL126W/YCL059C/YGR128C/YCR057C/YJL109C/YJL191W/YDR174W/YLR222C/YMR093W/YOR310C/YDL014W/YNL096C/YGR090W/YBR181C/YPL090C/YBR189W/YLR197W/YGL123W/YCR031C/YMR229C/YOR096W/YLR186W/YPR144C/YEL026W",43,"raw_B1_WT_vs_B1_ATG","Down","CC_small-subunit processome"
"MF","GO:0140101","catalytic activity, acting on a tRNA",0.0280186791194129,0.0172293769578837,0.000270355309216898,0.00572120606593101,0.00508410777271653,"YNR015W/YLR405W/YGL245W/YNL062C/YBR061C/YHR070W/YNL292W/YKR056W/YOL093W/YML091C/YKL027W/YLR401C/YOR168W/YDL201W/YOL124C/YDL219W/YDL112W/YKR079C/YDR023W/YDR165W/YOL097C/YOR243C/YPR033C/YNL247W/YHR062C/YAR008W/YGR094W/YBL024W/YDR341C/YLL018C/YIL078W/YNR046W/YHR020W/YBL076C/YPL160W/YPR047W/YDR037W/YFL022C/YGR185C/YLR060W/YHR019C/YGR264C",42,"raw_B1_WT_vs_B1_ATG","Down","MF_catalytic activity, acting on a tRNA"
"CC","GO:0030687","preribosome, large subunit precursor",0.0278330019880716,0.0107359307359307,6.3304162346917e-12,1.78712519856296e-10,1.54287877460907e-10,"YLR221C/YKR081C/YGL111W/YLL008W/YDL031W/YHR066W/YLL034C/YDR500C/YOR294W/YOR206W/YPR016C/YLR002C/YLR009W/YNL061W/YBL028C/YDR496C/YER006W/YGR103W/YLR106C/YER126C/YDR060W/YOR272W/YDR101C/YAL059W/YGL078C/YNR038W/YPL093W/YDR087C/YPL211W/YMR049C/YOL077C/YLR185W/YDL136W/YDL191W/YKL009W/YDR471W/YOL127W/YHR052W/YJL177W/YKL180W/YMR290C/YER056C-A",42,"raw_B1_WT_vs_B1_ATG","Down","CC_preribosome, large subunit precursor"
"MF","GO:0005525","GTP binding",0.0273515677118079,0.0182735816219979,0.00227573051659814,0.0308849141538319,0.0274456522452888,"YLR314C/YAL036C/YGL129C/YOR187W/YCR002C/YPL217C/YML001W/YPL218W/YDR292C/YIL118W/YHR107C/YJR072C/YNL180C/YNL220W/YML085C/YBR118W/YPR080W/YDR172W/YDL060W/YDL192W/YML124C/YOR101W/YHR128W/YLR229C/YGL099W/YPR041W/YJL194W/YER006W/YER025W/YGR173W/YJR007W/YNL090W/YGL210W/YPL237W/YLR293C/YPL093W/YBR025C/YDR385W/YOR133W/YFL037W/YLR212C",41,"raw_B1_WT_vs_B1_ATG","Down","MF_GTP binding"
"MF","GO:0019001","guanyl nucleotide binding",0.0273515677118079,0.0182735816219979,0.00227573051659814,0.0308849141538319,0.0274456522452888,"YLR314C/YAL036C/YGL129C/YOR187W/YCR002C/YPL217C/YML001W/YPL218W/YDR292C/YIL118W/YHR107C/YJR072C/YNL180C/YNL220W/YML085C/YBR118W/YPR080W/YDR172W/YDL060W/YDL192W/YML124C/YOR101W/YHR128W/YLR229C/YGL099W/YPR041W/YJL194W/YER006W/YER025W/YGR173W/YJR007W/YNL090W/YGL210W/YPL237W/YLR293C/YPL093W/YBR025C/YDR385W/YOR133W/YFL037W/YLR212C",41,"raw_B1_WT_vs_B1_ATG","Down","MF_guanyl nucleotide binding"
"MF","GO:0032561","guanyl ribonucleotide binding",0.0273515677118079,0.0182735816219979,0.00227573051659814,0.0308849141538319,0.0274456522452888,"YLR314C/YAL036C/YGL129C/YOR187W/YCR002C/YPL217C/YML001W/YPL218W/YDR292C/YIL118W/YHR107C/YJR072C/YNL180C/YNL220W/YML085C/YBR118W/YPR080W/YDR172W/YDL060W/YDL192W/YML124C/YOR101W/YHR128W/YLR229C/YGL099W/YPR041W/YJL194W/YER006W/YER025W/YGR173W/YJR007W/YNL090W/YGL210W/YPL237W/YLR293C/YPL093W/YBR025C/YDR385W/YOR133W/YFL037W/YLR212C",41,"raw_B1_WT_vs_B1_ATG","Down","MF_guanyl ribonucleotide binding"
"MF","GO:0016757","glycosyltransferase activity",0.0273515677118079,0.0179255134006265,0.00148111521511672,0.0226945073284014,0.0201673073433551,"YBR205W/YBR248C/YER001W/YGL142C/YBR023C/YOR067C/YNL219C/YDR483W/YGR216C/YJL186W/YBR038W/YPL053C/YDL095W/YNR030W/YDR072C/YGL038C/YEL002C/YGR189C/YGR227W/YPL227C/YAL023C/YHR128W/YDL093W/YEL036C/YBR243C/YKL004W/YER055C/YBR015C/YLR342W/YMR300C/YBL082C/YJL183W/YGL022W/YPR183W/YJR143C/YML106W/YDR399W/YBR070C/YOR085W/YML022W/YEL040W",41,"raw_B1_WT_vs_B1_ATG","Down","MF_glycosyltransferase activity"
"MF","GO:0090079","translation regulator activity, nucleic acid binding",0.0273515677118079,0.0104420466411417,6.91350478900531e-12,6.56782954955505e-10,5.83645351661291e-10,"YLR192C/YOR187W/YGR083C/YBR118W/YPR080W/YDR172W/YDR429C/YBR143C/YNL244C/YOR276W/YLR291C/YPR016C/YPR163C/YOR260W/YMR260C/YPR041W/YDR496C/YER025W/YGR162W/YKR026C/YMR146C/YJR007W/YPL237W/YPL226W/YOL139C/YJL138C/YKR059W/YGR054W/YOR204W/YBR079C/YMR309C/YOR361C/YAL003W/YLR249W/YDR385W/YOR133W/YEL034W/YER153C/YDR091C/YKL081W/YJR047C",41,"raw_B1_WT_vs_B1_ATG","Down","MF_translation regulator activity, nucleic acid binding"
"MF","GO:0043021","ribonucleoprotein complex binding",0.0266844563042028,0.0116602854159415,5.49432429877466e-09,2.60980404191796e-07,2.31918320400909e-07,"YMR247C/YCR059C/YPR125W/YPL215W/YDR292C/YER154W/YLL034C/YPL243W/YDR172W/YDL060W/YDL040C/YDL081C/YLR435W/YNL244C/YPR016C/YDL130W/YGL195W/YPR163C/YBR283C/YMR260C/YIR026C/YIL016W/YGR285C/YGR103W/YJR007W/YHR170W/YPL226W/YOR272W/YGR054W/YNL175C/YMR049C/YBR025C/YDR385W/YOR133W/YEL034W/YLR378C/YLR150W/YDR091C/YMR116C/YJR047C",40,"raw_B1_WT_vs_B1_ATG","Down","MF_ribonucleoprotein complex binding"
"MF","GO:0008135","translation factor activity, RNA binding",0.0266844563042028,0.00991994430908458,3.27954608923963e-12,3.89446098097206e-10,3.46078416259235e-10,"YLR192C/YOR187W/YGR083C/YBR118W/YPR080W/YDR172W/YDR429C/YBR143C/YNL244C/YOR276W/YLR291C/YPR016C/YPR163C/YOR260W/YMR260C/YPR041W/YER025W/YGR162W/YKR026C/YMR146C/YJR007W/YPL237W/YPL226W/YOL139C/YJL138C/YKR059W/YGR054W/YOR204W/YBR079C/YMR309C/YOR361C/YAL003W/YLR249W/YDR385W/YOR133W/YEL034W/YER153C/YDR091C/YKL081W/YJR047C",40,"raw_B1_WT_vs_B1_ATG","Down","MF_translation factor activity, RNA binding"
"BP","GO:0000478","endonucleolytic cleavage involved in rRNA processing",0.025844930417495,0.0100380754586362,5.09692046037775e-11,3.07459395513109e-09,2.7847011955001e-09,"YJR002W/YML093W/YPL217C/YPR112C/YER082C/YLR129W/YBR247C/YDR339C/YOR004W/YDL060W/YBL004W/YGL246C/YPR137W/YDR500C/YOR294W/YDL148C/YGL171W/YLL035W/YJL010C/YCL059C/YCR057C/YJL109C/YGL078C/YLR222C/YOR310C/YOL077C/YLR185W/YMR229C/YLR186W/YJL177W/YDR450W/YML026C/YKL180W/YJL136C/YHR021C/YKR057W/YGR214W/YLR048W/YPR144C",39,"raw_B1_WT_vs_B1_ATG","Down","BP_endonucleolytic cleavage involved in rRNA processing"
"BP","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.025844930417495,0.0100380754586362,5.09692046037775e-11,3.07459395513109e-09,2.7847011955001e-09,"YJR002W/YML093W/YPL217C/YPR112C/YER082C/YLR129W/YBR247C/YDR339C/YOR004W/YDL060W/YBL004W/YGL246C/YPR137W/YDR500C/YOR294W/YDL148C/YGL171W/YLL035W/YJL010C/YCL059C/YCR057C/YJL109C/YGL078C/YLR222C/YOR310C/YOL077C/YLR185W/YMR229C/YLR186W/YJL177W/YDR450W/YML026C/YKL180W/YJL136C/YHR021C/YKR057W/YGR214W/YLR048W/YPR144C",39,"raw_B1_WT_vs_B1_ATG","Down","BP_endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"BP","GO:1903311","regulation of mRNA metabolic process",0.0251822398939695,0.0148840429214261,0.000197310562717739,0.00400546561007049,0.00362780420298532,"YBL032W/YPR042C/YLR116W/YPR112C/YJL087C/YNR052C/YNL232W/YOL021C/YCR077C/YBR212W/YGR158C/YKL025C/YDR172W/YCR093W/YBL051C/YNL016W/YDL224C/YGR195W/YDL111C/YOR001W/YHR086W/YDL160C/YGL178W/YLL013C/YAL021C/YJL050W/YDR266C/YNL112W/YER165W/YER049W/YJR091C/YLR264W/YGL014W/YOR167C/YNL197C/YOR359W/YMR116C/YGL030W",38,"raw_B1_WT_vs_B1_ATG","Down","BP_regulation of mRNA metabolic process"
"BP","GO:0034249","negative regulation of cellular amide metabolic process",0.0251822398939695,0.0147109726548979,0.000146375267598256,0.00314622701619241,0.00284958022462909,"YPR042C/YNR052C/YNL232W/YOL021C/YCR077C/YBR212W/YGR158C/YKL025C/YDR172W/YCR093W/YDR432W/YDL224C/YGR195W/YOR276W/YDL111C/YOR001W/YNL288W/YDL160C/YGL178W/YLL013C/YAL021C/YPR041W/YDR496C/YJL050W/YDR266C/YNL112W/YER165W/YER049W/YJR091C/YLR264W/YPR129W/YGL014W/YOR167C/YNL069C/YNL197C/YIL133C/YOR359W/YMR116C",38,"raw_B1_WT_vs_B1_ATG","Down","BP_negative regulation of cellular amide metabolic process"
"BP","GO:0017148","negative regulation of translation",0.0251822398939695,0.0143648321218415,7.83299226999835e-05,0.00187908079109219,0.00170190880544179,"YPR042C/YNR052C/YNL232W/YOL021C/YCR077C/YBR212W/YGR158C/YKL025C/YDR172W/YCR093W/YDR432W/YDL224C/YGR195W/YOR276W/YDL111C/YOR001W/YNL288W/YDL160C/YGL178W/YLL013C/YAL021C/YPR041W/YDR496C/YJL050W/YDR266C/YNL112W/YER165W/YER049W/YJR091C/YLR264W/YPR129W/YGL014W/YOR167C/YNL069C/YNL197C/YIL133C/YOR359W/YMR116C",38,"raw_B1_WT_vs_B1_ATG","Down","BP_negative regulation of translation"
"BP","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0251822398939695,0.00882658359293873,5.60014551390951e-13,4.98679624333847e-11,4.51660858740872e-11,"YKR024C/YPL043W/YKR081C/YDL031W/YHR066W/YGL246C/YLR435W/YBR142W/YDR500C/YLR276C/YPR016C/YLL035W/YNL061W/YOL144W/YER006W/YOL041C/YGR103W/YER126C/YPL198W/YOR272W/YGL120C/YGL078C/YNR038W/YKL014C/YPL211W/YMR049C/YOL077C/YLR185W/YDL136W/YDL191W/YHR052W/YMR229C/YJL177W/YGL189C/YKL180W/YGL076C/YMR290C/YER131W",38,"raw_B1_WT_vs_B1_ATG","Down","BP_maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"BP","GO:0070085","glycosylation",0.024519549370444,0.0152301834544825,0.000772157483600447,0.0130084188678634,0.0117819003424668,"YBR205W/YER001W/YGL142C/YOR067C/YNL219C/YDR483W/YJL186W/YPL053C/YDL095W/YHR204W/YNR030W/YNL080C/YGL038C/YEL002C/YMR149W/YGR227W/YPL227C/YIL049W/YAL023C/YDL093W/YOR198C/YEL036C/YDL232W/YFL045C/YBR243C/YBR015C/YJL002C/YBL082C/YJL183W/YGL022W/YPR183W/YJR143C/YGL226C-A/YBR070C/YOR085W/YER003C/YEL042W",37,"raw_B1_WT_vs_B1_ATG","Down","BP_glycosylation"
"BP","GO:0009100","glycoprotein metabolic process",0.0238568588469185,0.0154032537210107,0.00206795555959629,0.0304494243814572,0.027578454168176,"YBR205W/YER001W/YOR067C/YNL219C/YDR483W/YJL186W/YPL053C/YDL095W/YHR204W/YNR030W/YNL080C/YGL038C/YEL002C/YMR149W/YGR227W/YPL227C/YIL049W/YAL023C/YDL093W/YOR198C/YEL036C/YDL232W/YFL045C/YBR243C/YBR015C/YJL002C/YBL082C/YJL183W/YGL022W/YPR183W/YJR143C/YGL226C-A/YBR070C/YOR085W/YER003C/YEL042W",36,"raw_B1_WT_vs_B1_ATG","Down","BP_glycoprotein metabolic process"
"CC","GO:0140534","endoplasmic reticulum protein-containing complex",0.0238568588469185,0.0155844155844156,0.00262282805962948,0.0234775097044883,0.0202688381501534,"YPL094C/YER083C/YGR216C/YDR292C/YIL030C/YHR188C/YKL207W/YOR254C/YDR062W/YDL095W/YER019C-A/YDR086C/YGL020C/YBR058C-A/YDR331W/YLL014W/YEL002C/YBR171W/YMR149W/YAL023C/YDL093W/YBR283C/YDL232W/YBR243C/YCL045C/YJL002C/YHR064C/YER087C-B/YLR459W/YMR296C/YGL022W/YJR143C/YGL226C-A/YBR070C/YOR085W/YLR378C",36,"raw_B1_WT_vs_B1_ATG","Down","CC_endoplasmic reticulum protein-containing complex"
"BP","GO:0009101","glycoprotein biosynthetic process",0.0238568588469185,0.0141917618553133,0.000336214232177929,0.00648165581621368,0.00587052305560811,"YBR205W/YER001W/YOR067C/YNL219C/YDR483W/YJL186W/YPL053C/YDL095W/YHR204W/YNR030W/YNL080C/YGL038C/YEL002C/YMR149W/YGR227W/YPL227C/YIL049W/YAL023C/YDL093W/YOR198C/YEL036C/YDL232W/YFL045C/YBR243C/YBR015C/YJL002C/YBL082C/YJL183W/YGL022W/YPR183W/YJR143C/YGL226C-A/YBR070C/YOR085W/YER003C/YEL042W",36,"raw_B1_WT_vs_B1_ATG","Down","BP_glycoprotein biosynthetic process"
"BP","GO:0046390","ribose phosphate biosynthetic process",0.0238568588469185,0.0138456213222568,0.000184920622716246,0.00384223960532644,0.00347996820994666,"YML081C-A/YLR153C/YJL116C/YDR531W/YKL181W/YNL220W/YBR221C/YDR020C/YBL068W/YHR216W/YLR432W/YHR128W/YLR359W/YNR012W/YAR015W/YLR420W/YDL185W/YKL024C/YOR065W/YDR454C/YOL061W/YDR408C/YDR226W/YHL011C/YMR120C/YMR300C/YGR061C/YGL234W/YML106W/YJR105W/YML056C/YDR399W/YJL130C/YMR217W/YBL039C/YML022W",36,"raw_B1_WT_vs_B1_ATG","Down","BP_ribose phosphate biosynthetic process"
"BP","GO:0006486","protein glycosylation",0.0238568588469185,0.0134994807892004,9.77505284076353e-05,0.00225670972990467,0.00204393242635328,"YBR205W/YER001W/YOR067C/YNL219C/YDR483W/YJL186W/YPL053C/YDL095W/YHR204W/YNR030W/YNL080C/YGL038C/YEL002C/YMR149W/YGR227W/YPL227C/YIL049W/YAL023C/YDL093W/YOR198C/YEL036C/YDL232W/YFL045C/YBR243C/YBR015C/YJL002C/YBL082C/YJL183W/YGL022W/YPR183W/YJR143C/YGL226C-A/YBR070C/YOR085W/YER003C/YEL042W",36,"raw_B1_WT_vs_B1_ATG","Down","BP_protein glycosylation"
